rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,time/fps,train/actor_loss,train/n_updates,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/critic_loss
58.06,272.33560595,29223,755,640,38,-128.36910247802734,28182,0.03250767526273825,0.00027110000000000003,2.280502071185988,9.100713525499616
59.37,259.11789471,29535,763,644,38,-130.02142763137817,28489,0.03302436913363636,0.000263425,2.63150243088603,9.3711472094059
60.94,254.79473244999997,29876,772,648,38,-130.16210425983775,28833,0.03302480322732167,0.000254825,-0.018694653429768303,9.347736445340244
62.08,253.41249369999994,30191,781,652,38,-134.472336769104,29155,0.03355895258331051,0.00024677499999999997,-0.38153769075870514,9.257165615757307
62.43,251.21131316999995,30400,787,656,38,-137.42675254458473,29365,0.03326452771822611,0.000241525,-0.9459582794280279,9.704690683455695
62.72,252.60918135000003,30659,793,660,38,-136.0501518874872,29619,0.03336411940514064,0.00023517500000000004,2.7621840834617615,9.141355952278513
62.94,252.82635828000002,30919,800,664,38,-135.5574435481319,29884,0.03289925093176188,0.00022855000000000003,0.7950614933614377,8.458333439297146
62.88,255.14289723000002,31107,806,668,38,-135.97684496502544,30087,0.03257322536651478,0.00022347499999999997,-4.499029318953669,8.804227252339208
62.42,255.70369168000002,31293,811,672,38,-137.24664154052735,30272,0.0321974435614215,0.00021885,-1.6449977517127992,9.233921919928656
61.87,257.13626173000006,31469,816,676,38,-135.12057146818742,30451,0.03179088437362858,0.000214375,-3.2170832053474756,10.480078904525094
61.27,254.42913054999997,31682,821,680,38,-135.02504173157706,30650,0.031574271855846284,0.00020940000000000005,-0.8568675924861242,9.471688739837163
60.79,254.82157399,31928,827,684,38,-133.12298210991753,30867,0.031331417709589006,0.000203975,-0.24529911014768813,9.225664848751492
61.2,261.7828346,32197,835,688,38,-133.6097289191352,31156,0.03137689342515336,0.00019674999999999998,-0.6746289961867862,9.227445496453178
62.35,265.60735237999995,32499,843,692,38,-131.75200781764755,31446,0.03162069820675505,0.0001895,2.0677687985351287,9.337003420634442
62.99,263.20458338000003,32728,850,696,38,-131.7154320456765,31707,0.03194590603763407,0.00018297500000000002,0.2788932128386064,14.242858002402565
63.58,261.53127819,32999,856,700,38,-134.71034788749589,31949,0.032561102331104416,0.000176925,1.6525503867109057,12.52454329208589
64.82,265.7257355699999,33313,864,704,38,-131.94088143741382,32256,0.03213542853208149,0.00016925000000000002,-0.9345698805416331,9.411369693980497
66.55,270.46553982999995,33684,874,708,38,-131.94728334214952,32605,0.03179648845560021,0.00016052500000000004,0.32975166307555304,8.646781884299385
67.0,273.21630068999997,33951,882,712,38,-131.40631568431854,32904,0.03182818664936349,0.00015305000000000003,0.9422145895659924,8.974711552262306
